,lat,lon,Department,City,bedrooms,bathrooms,surface_total,surface_covered,price,property_type,P/sqmtr
9301,10.985,-74.808,Atlántico,Barranquilla,4.0,3.0,180.0,180.0,500000000.0,Casa,2777777.0
9302,4.586,-74.209,Cundinamarca,Viotá,2.0,1.0,160.0,280.0,230000000.0,Casa,1437500.0
9303,3.476,-76.501,Valle del Cauca,Cali,3.0,1.0,55.0,55.0,94000000.0,Apartamento,1709090.0
9304,4.729,-74.04,Cundinamarca,Bogotá D.C,3.0,2.0,72.0,72.0,350000000.0,Apartamento,4861111.0
9305,4.695,-74.037,Cundinamarca,Bogotá D.C,3.0,2.0,106.0,106.0,550000000.0,Apartamento,5188679.0
9306,4.677,-74.047,Cundinamarca,Bogotá D.C,2.0,2.0,70.0,69.0,390000000.0,Apartamento,5571428.0
9307,4.68,-74.045,Cundinamarca,Bogotá D.C,2.0,2.0,102.0,102.0,470000000.0,Apartamento,4607843.0
9308,4.638,-74.062,Cundinamarca,Bogotá D.C,1.0,2.0,88.0,88.0,375000000.0,Apartamento,4261363.0
9309,4.689,-74.055,Cundinamarca,Bogotá D.C,2.0,3.0,96.0,96.0,840000000.0,Apartamento,8750000.0
9310,4.713,-74.048,Cundinamarca,Bogotá D.C,2.0,3.0,92.0,92.0,660000000.0,Apartamento,7173913.0
9311,4.7,-74.051,Cundinamarca,Bogotá D.C,3.0,3.0,91.0,91.0,560000000.0,Apartamento,6153846.0
9312,3.398,-76.529,Valle del Cauca,Cali,4.0,4.0,97.0,194.0,450000000.0,Casa,4639175.0
9313,10.999,-74.831,Atlántico,Barranquilla,1.0,1.0,48.0,48.0,120000000.0,Apartamento,2500000.0
9314,4.604,-74.07,Cundinamarca,Bogotá D.C,1.0,2.0,56.0,56.0,550000000.0,Apartamento,9821428.0
9315,4.709,-74.062,Cundinamarca,Bogotá D.C,3.0,3.0,155.0,117.0,690000000.0,Apartamento,4451612.0
9316,4.721,-74.036,Cundinamarca,Bogotá D.C,3.0,3.0,88.0,88.0,550000000.0,Apartamento,6250000.0
9317,4.793,-74.044,Cundinamarca,Bogotá D.C,3.0,4.0,175.0,164.0,700000000.0,Casa,4000000.0
9318,7.866,-72.479,Norte de Santander,Villa del Rosario,5.0,5.0,1264.0,500.0,800000000.0,Casa,632911.0
9319,7.861,-72.499,Norte de Santander,Los Patios,5.0,6.0,218.0,218.0,870000000.0,Casa,3990825.0
9320,3.438,-76.543,Valle del Cauca,Cali,5.0,4.0,100.0,238.0,480000000.0,Casa,4800000.0
9321,4.572,-74.094,Cundinamarca,Bogotá D.C,5.0,4.0,310.0,347.0,1000000000.0,Casa,3225806.0
9324,11.018,-74.811,Atlántico,Barranquilla,3.0,3.0,130.0,130.0,295000000.0,Casa,2269230.0
9326,4.868,-75.621,Risaralda,Santa Rosa de Cabal,3.0,2.0,97.0,97.0,160000000.0,Casa,1649484.0
9327,4.557,-75.66,Quindío,Armenia,3.0,2.0,58.0,58.0,145000000.0,Apartamento,2500000.0
9328,4.921,-74.025,Cundinamarca,Cajicá,3.0,2.0,74.0,74.0,280000000.0,Apartamento,3783783.0
9329,6.175,-75.572,Antioquia,Envigado,2.0,2.0,72.0,72.0,370000000.0,Apartamento,5138888.0
9330,6.175,-75.586,Antioquia,Envigado,2.0,2.0,66.0,66.0,225000000.0,Apartamento,3409090.0
9331,6.154,-75.613,Antioquia,Sabaneta,3.0,2.0,69.0,68.0,198809000.0,Apartamento,2881289.0
9332,11.018,-74.805,Atlántico,Barranquilla,2.0,2.0,58.0,58.0,240000000.0,Apartamento,4137931.0
9333,11.013,-74.806,Atlántico,Barranquilla,2.0,2.0,58.0,58.0,240000000.0,Apartamento,4137931.0
9334,11.007,-74.8,Atlántico,Barranquilla,2.0,2.0,58.0,58.0,240000000.0,Apartamento,4137931.0
9335,11.017,-74.802,Atlántico,Barranquilla,3.0,2.0,66.0,66.0,260000000.0,Apartamento,3939393.0
9336,10.943,-74.82,Atlántico,Barranquilla,2.0,2.0,65.0,65.0,200000000.0,Apartamento,3076923.0
9337,6.238,-75.604,Antioquia,Medellín,2.0,2.0,89.0,89.0,450000000.0,Apartamento,5056179.0
9338,6.212,-75.555,Antioquia,Medellín,3.0,4.0,276.0,276.0,639000000.0,Casa,2315217.0
9339,6.212,-75.567,Antioquia,Medellín,2.0,2.0,70.0,70.0,385000000.0,Apartamento,5500000.0
9340,4.729,-74.027,Cundinamarca,Bogotá D.C,3.0,2.0,64.0,64.0,220000000.0,Apartamento,3437500.0
9344,4.651,-74.062,Cundinamarca,Bogotá D.C,2.0,1.0,75.0,75.0,250000000.0,Apartamento,3333333.0
9345,4.679,-74.045,Cundinamarca,Bogotá D.C,2.0,2.0,90.0,90.0,480000000.0,Apartamento,5333333.0
9346,4.649,-74.055,Cundinamarca,Bogotá D.C,1.0,2.0,63.0,63.0,670000000.0,Apartamento,10634920.0
9347,4.67,-74.046,Cundinamarca,Bogotá D.C,2.0,2.0,105.0,105.0,830000000.0,Apartamento,7904761.0
9348,4.69,-74.112,Cundinamarca,Bogotá D.C,3.0,2.0,78.0,78.0,269000000.0,Apartamento,3448717.0
9353,4.691,-74.061,Cundinamarca,Bogotá D.C,1.0,2.0,54.0,54.0,360000000.0,Apartamento,6666666.0
9354,6.056,-75.505,Antioquia,Retiro,1.0,1.0,58.0,46.0,170000000.0,Apartamento,2931034.0
9355,4.667,-74.049,Cundinamarca,Bogotá D.C,1.0,2.0,79.0,79.0,770000000.0,Apartamento,9746835.0
9356,11.002,-74.952,Atlántico,Puerto Colombia,2.0,1.0,240.0,140.0,260000000.0,Casa,1083333.0
9357,4.744,-74.097,Cundinamarca,Bogotá D.C,2.0,1.0,45.0,45.0,115000000.0,Apartamento,2555555.0
9358,3.358,-76.518,Valle del Cauca,Cali,2.0,2.0,57.0,57.0,150000000.0,Apartamento,2631578.0
9359,6.255,-75.584,Antioquia,Medellín,2.0,2.0,76.0,76.0,300000000.0,Apartamento,3947368.0
9360,4.671,-74.057,Cundinamarca,Bogotá D.C,2.0,2.0,43.0,43.0,259000000.0,Apartamento,6023255.0
9361,4.67,-74.046,Cundinamarca,Bogotá D.C,2.0,2.0,105.0,105.0,830000000.0,Apartamento,7904761.0
9362,4.679,-74.045,Cundinamarca,Bogotá D.C,2.0,2.0,90.0,90.0,480000000.0,Apartamento,5333333.0
9363,4.731,-74.034,Cundinamarca,Bogotá D.C,2.0,2.0,59.0,59.0,255000000.0,Apartamento,4322033.0
9364,4.743,-74.045,Cundinamarca,Bogotá D.C,2.0,2.0,64.0,64.0,210000000.0,Apartamento,3281250.0
9365,11.013,-74.806,Atlántico,Barranquilla,2.0,2.0,59.0,59.0,220000000.0,Apartamento,3728813.0
9366,11.01,-74.838,Atlántico,Barranquilla,2.0,2.0,87.0,87.0,380000000.0,Apartamento,4367816.0
9368,4.665,-74.052,Cundinamarca,Bogotá D.C,2.0,3.0,105.0,105.0,935000000.0,Apartamento,8904761.0
9369,10.994,-74.791,Atlántico,Barranquilla,3.0,1.0,300.0,199.0,350000000.0,Casa,1166666.0
9370,4.638,-74.193,Cundinamarca,Bogotá D.C,3.0,1.0,52.0,52.0,110000000.0,Apartamento,2115384.0
9371,6.34,-75.559,Antioquia,Bello,3.0,2.0,72.0,72.0,186000000.0,Casa,2583333.0
9372,6.34,-75.559,Antioquia,Bello,3.0,2.0,68.0,68.0,275000000.0,Apartamento,4044117.0
9373,6.319,-75.56,Antioquia,Bello,3.0,2.0,67.0,67.0,190000000.0,Apartamento,2835820.0
9374,6.143,-75.614,Antioquia,Sabaneta,3.0,2.0,69.0,68.0,202215000.0,Apartamento,2930652.0
9375,4.726,-74.067,Cundinamarca,Bogotá D.C,3.0,2.0,135.0,135.0,485000000.0,Apartamento,3592592.0
9376,4.721,-74.039,Cundinamarca,Bogotá D.C,3.0,2.0,90.0,90.0,450000000.0,Apartamento,5000000.0
9377,4.728,-74.028,Cundinamarca,Bogotá D.C,3.0,2.0,89.0,89.0,365000000.0,Apartamento,4101123.0
9378,10.969,-74.801,Atlántico,Barranquilla,3.0,2.0,63.0,63.0,165000000.0,Apartamento,2619047.0
9381,4.698,-74.044,Cundinamarca,Bogotá D.C,3.0,3.0,107.0,107.0,895000000.0,Apartamento,8364485.0
9382,4.694,-74.038,Cundinamarca,Bogotá D.C,3.0,3.0,150.0,150.0,590000000.0,Apartamento,3933333.0
9383,11.254,-74.21,Magdalena,Santa Marta,3.0,3.0,90.0,90.0,430000000.0,Apartamento,4777777.0
9384,4.921,-74.025,Cundinamarca,Cajicá,3.0,4.0,630.0,155.0,780000000.0,Casa,1238095.0
9387,4.701,-74.033,Cundinamarca,Bogotá D.C,3.0,4.0,147.0,147.0,730000000.0,Apartamento,4965986.0
9389,3.468,-76.502,Valle del Cauca,Cali,4.0,3.0,160.0,200.0,290000000.0,Casa,1812500.0
9393,4.652,-74.085,Cundinamarca,Bogotá D.C,4.0,5.0,160.0,222.0,935000000.0,Casa,5843750.0
9395,4.809,-75.683,Risaralda,Pereira,5.0,3.0,171.0,243.0,350000000.0,Casa,2046783.0
9400,4.614,-74.179,Cundinamarca,Bogotá D.C,6.0,3.0,240.0,240.0,490000000.0,Casa,2041666.0
9401,6.261,-75.588,Antioquia,Medellín,4.0,3.0,153.0,203.0,560000000.0,Casa,3660130.0
9402,6.243,-75.611,Antioquia,Medellín,3.0,2.0,101.0,101.0,265000000.0,Apartamento,2623762.0
9403,10.97,-74.802,Atlántico,Barranquilla,2.0,1.0,220.0,220.0,280000000.0,Casa,1272727.0
9404,3.492,-76.524,Valle del Cauca,Cali,2.0,2.0,110.0,110.0,330000000.0,Apartamento,3000000.0
9405,6.171,-75.576,Antioquia,Envigado,2.0,2.0,71.0,71.0,300000000.0,Apartamento,4225352.0
9406,10.998,-74.818,Atlántico,Barranquilla,2.0,1.0,76.0,88.0,145000000.0,Apartamento,1907894.0
9407,3.396,-76.543,Valle del Cauca,Cali,3.0,3.0,98.0,98.0,220000000.0,Apartamento,2244897.0
9408,3.381,-76.542,Valle del Cauca,Cali,3.0,2.0,83.0,83.0,250000000.0,Apartamento,3012048.0
9409,6.987,-73.054,Santander,Piedecuesta,3.0,3.0,87.0,87.0,145000000.0,Apartamento,1666666.0
9410,6.975,-73.05,Santander,Piedecuesta,3.0,2.0,60.0,60.0,140000000.0,Apartamento,2333333.0
9411,3.41,-76.547,Valle del Cauca,Cali,4.0,4.0,113.0,200.0,430000000.0,Casa,3805309.0
9412,10.957,-74.793,Atlántico,Barranquilla,4.0,2.0,103.0,150.0,299000000.0,Casa,2902912.0
9413,11.0,-74.807,Atlántico,Barranquilla,4.0,4.0,250.0,141.0,480000000.0,Apartamento,1920000.0
9415,4.704,-74.025,Cundinamarca,Bogotá D.C,3.0,2.0,61.0,61.0,270000000.0,Apartamento,4426229.0
9416,4.732,-74.036,Cundinamarca,Bogotá D.C,3.0,3.0,115.0,115.0,490000000.0,Apartamento,4260869.0
9417,4.698,-74.082,Cundinamarca,Bogotá D.C,3.0,2.0,81.0,81.0,330000000.0,Apartamento,4074074.0
9418,4.711,-74.072,Cundinamarca,Bogotá D.C,3.0,2.0,67.0,67.0,250000000.0,Apartamento,3731343.0
9420,6.373,-75.706,Antioquia,Medellín,3.0,2.0,90.0,90.0,295000000.0,Apartamento,3277777.0
9421,4.695,-74.062,Cundinamarca,Bogotá D.C,3.0,3.0,116.0,130.0,569000000.0,Apartamento,4905172.0
9422,3.336,-76.527,Valle del Cauca,Cali,5.0,5.0,450.0,350.0,850000000.0,Casa,1888888.0
9423,3.398,-76.553,Valle del Cauca,Cali,2.0,2.0,56.0,56.0,137000000.0,Apartamento,2446428.0
9425,11.004,-74.81,Atlántico,Barranquilla,2.0,2.0,114.0,114.0,350000000.0,Apartamento,3070175.0
9426,3.542,-76.509,Valle del Cauca,Cali,1.0,1.0,55.0,55.0,130000000.0,Apartamento,2363636.0
9427,3.491,-76.521,Valle del Cauca,Cali,3.0,2.0,86.0,86.0,320000000.0,Apartamento,3720930.0
9428,3.45,-76.543,Valle del Cauca,Cali,3.0,3.0,140.0,140.0,400000000.0,Apartamento,2857142.0
9430,3.482,-76.494,Valle del Cauca,Cali,3.0,2.0,65.0,67.0,165000000.0,Apartamento,2538461.0
9431,3.471,-76.518,Valle del Cauca,Cali,4.0,3.0,95.0,94.0,270000000.0,Apartamento,2842105.0
9432,3.468,-76.508,Valle del Cauca,Cali,8.0,8.0,144.0,280.0,285000000.0,Casa,1979166.0
9434,3.529,-76.281,Valle del Cauca,Palmira,3.0,3.0,65.0,180.0,175000000.0,Casa,2692307.0
9435,3.339,-76.534,Valle del Cauca,Cali,3.0,5.0,133.0,133.0,640000000.0,Apartamento,4812030.0
9436,3.4,-76.54,Valle del Cauca,Cali,6.0,7.0,250.0,405.0,680000000.0,Casa,2720000.0
9437,3.372,-76.521,Valle del Cauca,Cali,3.0,3.0,90.0,90.0,290000000.0,Apartamento,3222222.0
9438,3.491,-76.521,Valle del Cauca,Cali,2.0,2.0,90.0,90.0,410000000.0,Apartamento,4555555.0
9439,4.704,-74.126,Cundinamarca,Bogotá D.C,3.0,3.0,32.0,160.0,244900000.0,Casa,7653125.0
9440,4.744,-74.034,Cundinamarca,Bogotá D.C,4.0,3.0,90.0,90.0,420000000.0,Casa,4666666.0
9441,4.738,-74.033,Cundinamarca,Bogotá D.C,2.0,2.0,52.0,52.0,200000000.0,Apartamento,3846153.0
9442,4.662,-74.121,Cundinamarca,Bogotá D.C,3.0,1.0,245.0,245.0,580000000.0,Casa,2367346.0
9443,4.646,-74.064,Cundinamarca,Bogotá D.C,1.0,1.0,44.0,44.0,335000000.0,Apartamento,7613636.0
9444,4.64,-74.062,Cundinamarca,Bogotá D.C,1.0,1.0,35.0,35.0,240000000.0,Apartamento,6857142.0
9445,4.667,-74.044,Cundinamarca,Bogotá D.C,1.0,2.0,70.0,70.0,550000000.0,Apartamento,7857142.0
9446,4.646,-74.054,Cundinamarca,Bogotá D.C,1.0,2.0,65.0,65.0,550000000.0,Apartamento,8461538.0
9447,11.009,-74.835,Atlántico,Barranquilla,1.0,2.0,58.0,58.0,190000000.0,Apartamento,3275862.0
9448,3.406,-76.532,Valle del Cauca,Cali,2.0,1.0,50.0,50.0,130000000.0,Apartamento,2600000.0
9449,3.472,-76.526,Valle del Cauca,Cali,2.0,1.0,78.0,78.0,165000000.0,Apartamento,2115384.0
9450,5.781,-73.118,Boyacá,Paipa,2.0,2.0,350.0,130.0,250000000.0,Casa,714285.0
9451,3.348,-76.537,Valle del Cauca,Cali,2.0,2.0,50.0,50.0,155000000.0,Apartamento,3100000.0
9452,6.255,-75.604,Antioquia,Medellín,2.0,2.0,54.0,54.0,138000000.0,Apartamento,2555555.0
9453,4.609,-74.084,Cundinamarca,Bogotá D.C,2.0,2.0,72.0,64.0,410500000.0,Apartamento,5701388.0
9454,4.678,-74.048,Cundinamarca,Bogotá D.C,2.0,2.0,120.0,120.0,725000000.0,Apartamento,6041666.0
9455,4.609,-74.084,Cundinamarca,Bogotá D.C,2.0,2.0,64.0,64.0,341600000.0,Apartamento,5337500.0
9456,4.684,-74.055,Cundinamarca,Bogotá D.C,2.0,2.0,91.0,91.0,619000000.0,Apartamento,6802197.0
9457,4.717,-74.034,Cundinamarca,Bogotá D.C,2.0,2.0,58.0,58.0,250000000.0,Apartamento,4310344.0
9458,4.609,-74.084,Cundinamarca,Bogotá D.C,2.0,2.0,64.0,64.0,337900000.0,Apartamento,5279687.0
9460,3.495,-76.497,Valle del Cauca,Cali,2.0,4.0,84.0,252.0,238000000.0,Casa,2833333.0
9461,3.477,-76.494,Valle del Cauca,Cali,3.0,1.0,57.0,57.0,110000000.0,Apartamento,1929824.0
9462,3.389,-76.543,Valle del Cauca,Cali,3.0,2.0,119.0,190.0,400000000.0,Casa,3361344.0
9463,3.364,-76.495,Valle del Cauca,Cali,3.0,2.0,62.0,62.0,130000000.0,Apartamento,2096774.0
9464,3.364,-76.495,Valle del Cauca,Cali,3.0,2.0,54.0,54.0,180000000.0,Apartamento,3333333.0
9465,3.36,-76.537,Valle del Cauca,Cali,3.0,2.0,75.0,75.0,260000000.0,Apartamento,3466666.0
9466,3.36,-76.517,Valle del Cauca,Cali,3.0,2.0,80.0,80.0,263000000.0,Apartamento,3287500.0
9467,3.412,-76.546,Valle del Cauca,Cali,3.0,2.0,110.0,120.0,700000000.0,Apartamento,6363636.0
9468,3.396,-76.552,Valle del Cauca,Cali,3.0,2.0,73.0,73.0,255000000.0,Apartamento,3493150.0
9469,3.49,-76.521,Valle del Cauca,Cali,3.0,2.0,90.0,90.0,330000000.0,Apartamento,3666666.0
9470,6.34,-75.533,Antioquia,Bello,3.0,2.0,90.0,90.0,270000000.0,Apartamento,3000000.0
9471,6.203,-75.599,Antioquia,Medellín,3.0,2.0,64.0,64.0,190000000.0,Apartamento,2968750.0
9472,6.211,-75.556,Antioquia,Medellín,3.0,2.0,125.0,125.0,395000000.0,Apartamento,3160000.0
9473,4.731,-74.037,Cundinamarca,Bogotá D.C,3.0,2.0,75.0,75.0,350000000.0,Apartamento,4666666.0
9474,4.609,-74.084,Cundinamarca,Bogotá D.C,3.0,2.0,80.0,74.0,451800000.0,Apartamento,5647500.0
9475,6.159,-75.639,Antioquia,La Estrella,3.0,2.0,63.0,63.0,185000000.0,Apartamento,2936507.0
9476,10.987,-74.795,Atlántico,Barranquilla,3.0,2.0,74.0,74.0,215000000.0,Apartamento,2905405.0
9477,11.02,-74.868,Atlántico,Barranquilla,3.0,2.0,70.0,70.0,165000000.0,Apartamento,2357142.0
9478,10.97,-74.801,Atlántico,Barranquilla,3.0,2.0,63.0,63.0,175000000.0,Apartamento,2777777.0
9479,11.023,-74.815,Atlántico,Barranquilla,3.0,2.0,70.0,70.0,180000000.0,Apartamento,2571428.0
9480,4.565,-75.655,Quindío,Armenia,3.0,3.0,153.0,153.0,390000000.0,Casa,2549019.0
9481,6.03,-75.43,Antioquia,La Ceja,3.0,3.0,126.0,126.0,350000000.0,Casa,2777777.0
9482,3.882,-77.041,Valle del Cauca,Palmira,3.0,3.0,138.0,110.0,235000000.0,Casa,1702898.0
9483,4.715,-74.126,Cundinamarca,Bogotá D.C,3.0,3.0,45.0,94.0,550000000.0,Casa,12222222.0
9484,10.932,-74.812,Atlántico,Barranquilla,3.0,3.0,105.0,105.0,350000000.0,Casa,3333333.0
9485,3.393,-76.542,Valle del Cauca,Cali,3.0,3.0,164.0,164.0,360000000.0,Apartamento,2195121.0
9486,3.368,-76.517,Valle del Cauca,Cali,3.0,3.0,99.0,99.0,380000000.0,Apartamento,3838383.0
9487,3.43,-76.549,Valle del Cauca,Cali,3.0,3.0,143.0,143.0,430000000.0,Apartamento,3006993.0
9488,3.361,-76.531,Valle del Cauca,Cali,3.0,3.0,90.0,88.0,235000000.0,Apartamento,2611111.0
9489,4.7,-74.033,Cundinamarca,Bogotá D.C,3.0,3.0,105.0,105.0,550000000.0,Apartamento,5238095.0
9490,4.686,-74.044,Cundinamarca,Bogotá D.C,3.0,3.0,94.0,94.0,520000000.0,Apartamento,5531914.0
9491,4.875,-74.068,Cundinamarca,Chía,3.0,4.0,150.0,150.0,450000000.0,Casa,3000000.0
9492,6.236,-75.574,Antioquia,Medellín,3.0,4.0,133.0,133.0,670000000.0,Apartamento,5037593.0
9494,3.444,-76.49,Valle del Cauca,Cali,4.0,2.0,137.0,130.0,156000000.0,Casa,1138686.0
9495,6.315,-75.56,Antioquia,Bello,4.0,2.0,112.0,112.0,295000000.0,Casa,2633928.0
9496,4.578,-74.208,Cundinamarca,Soacha,4.0,2.0,83.0,169.0,179900000.0,Casa,2167469.0
9497,3.41,-76.539,Valle del Cauca,Cali,4.0,3.0,110.0,110.0,318000000.0,Apartamento,2890909.0
9498,3.399,-76.505,Valle del Cauca,Cali,4.0,4.0,115.0,115.0,340000000.0,Casa,2956521.0
9499,3.48,-76.518,Valle del Cauca,Cali,4.0,4.0,264.0,264.0,510000000.0,Casa,1931818.0
9500,11.018,-74.809,Atlántico,Barranquilla,4.0,4.0,300.0,300.0,450000000.0,Casa,1500000.0
9501,11.016,-74.826,Atlántico,Barranquilla,4.0,4.0,198.0,198.0,850000000.0,Apartamento,4292929.0
9503,6.198,-75.572,Antioquia,Medellín,5.0,5.0,240.0,240.0,800000000.0,Casa,3333333.0
9504,6.215,-75.569,Antioquia,Medellín,5.0,5.0,198.0,198.0,650000000.0,Apartamento,3282828.0
9505,4.761,-74.035,Cundinamarca,Bogotá D.C,9.0,5.0,90.0,210.0,490000000.0,Casa,5444444.0
9506,3.395,-76.51,Valle del Cauca,Cali,3.0,2.0,45.0,90.0,130000000.0,Casa,2888888.0
9507,4.816,-75.841,Risaralda,Pereira,4.0,2.0,1500.0,350.0,600000000.0,Casa,400000.0
9508,4.809,-75.678,Risaralda,Pereira,4.0,2.0,144.0,243.0,350000000.0,Casa,2430555.0
9509,3.491,-76.516,Valle del Cauca,Cali,2.0,2.0,70.0,70.0,259000000.0,Apartamento,3700000.0
9510,3.364,-76.495,Valle del Cauca,Cali,3.0,2.0,85.0,85.0,240000000.0,Apartamento,2823529.0
9511,3.489,-76.498,Valle del Cauca,Cali,3.0,2.0,60.0,60.0,140000000.0,Apartamento,2333333.0
9512,3.489,-76.498,Valle del Cauca,Cali,3.0,2.0,60.0,60.0,105000000.0,Apartamento,1750000.0
9513,3.406,-76.538,Valle del Cauca,Cali,3.0,2.0,66.0,66.0,185000000.0,Apartamento,2803030.0
9514,11.002,-74.828,Atlántico,Barranquilla,2.0,2.0,76.0,76.0,275000000.0,Apartamento,3618421.0
9515,10.972,-74.795,Atlántico,Barranquilla,3.0,2.0,65.0,65.0,160000000.0,Apartamento,2461538.0
9516,10.995,-74.808,Atlántico,Barranquilla,2.0,2.0,87.0,87.0,340000000.0,Apartamento,3908045.0
9517,11.009,-74.835,Atlántico,Barranquilla,3.0,2.0,86.0,86.0,220000000.0,Apartamento,2558139.0
9518,4.15,-73.587,Meta,Villavicencio,3.0,2.0,66.0,66.0,145000000.0,Apartamento,2196969.0
9519,3.47,-76.494,Valle del Cauca,Cali,9.0,3.0,80.0,260.0,350000000.0,Casa,4375000.0
9520,3.342,-76.542,Valle del Cauca,Cali,6.0,3.0,304.0,568.0,305000000.0,Casa,1003289.0
9521,4.811,-75.739,Risaralda,Pereira,4.0,3.0,160.0,160.0,380000000.0,Casa,2375000.0
9522,11.019,-74.812,Atlántico,Barranquilla,3.0,3.0,206.0,206.0,430000000.0,Apartamento,2087378.0
9523,3.396,-76.523,Valle del Cauca,Cali,2.0,4.0,90.0,151.0,410000000.0,Casa,4555555.0
9524,4.868,-74.045,Cundinamarca,Chía,4.0,4.0,267.0,320.0,695000000.0,Casa,2602996.0
9525,3.404,-76.552,Valle del Cauca,Cali,6.0,5.0,190.0,250.0,480000000.0,Casa,2526315.0
9526,4.914,-74.028,Cundinamarca,Cajicá,3.0,5.0,210.0,165.0,830000000.0,Casa,3952380.0
9528,3.478,-76.529,Valle del Cauca,Cali,3.0,5.0,156.0,150.0,715000000.0,Apartamento,4583333.0
9529,3.411,-76.529,Valle del Cauca,Cali,10.0,6.0,154.0,450.0,480000000.0,Casa,3116883.0
9531,3.383,-76.52,Valle del Cauca,Cali,2.0,1.0,45.0,45.0,140000000.0,Apartamento,3111111.0
9532,3.382,-76.52,Valle del Cauca,Cali,3.0,3.0,92.0,92.0,225000000.0,Apartamento,2445652.0
9533,10.977,-74.809,Atlántico,Barranquilla,3.0,2.0,110.0,110.0,250000000.0,Apartamento,2272727.0
9534,3.347,-76.527,Valle del Cauca,Cali,3.0,2.0,110.0,110.0,400000000.0,Apartamento,3636363.0
9535,3.402,-76.53,Valle del Cauca,Cali,5.0,6.0,146.0,360.0,540000000.0,Casa,3698630.0
9536,6.209,-75.566,Antioquia,Medellín,3.0,4.0,139.0,139.0,810000000.0,Apartamento,5827338.0
9538,4.695,-74.051,Cundinamarca,Bogotá D.C,3.0,5.0,183.0,183.0,980000000.0,Apartamento,5355191.0
9539,3.363,-76.53,Valle del Cauca,Cali,3.0,4.0,160.0,160.0,649000000.0,Apartamento,4056250.0
9540,4.672,-74.056,Cundinamarca,Bogotá D.C,2.0,2.0,98.0,98.0,650000000.0,Apartamento,6632653.0
9541,4.636,-74.066,Cundinamarca,Bogotá D.C,2.0,2.0,60.0,60.0,360000000.0,Apartamento,6000000.0
9544,4.661,-74.13,Cundinamarca,Bogotá D.C,3.0,2.0,71.0,71.0,250000000.0,Apartamento,3521126.0
9545,4.721,-74.07,Cundinamarca,Bogotá D.C,4.0,2.0,148.0,148.0,620000000.0,Casa,4189189.0
9546,4.747,-74.092,Cundinamarca,Bogotá D.C,4.0,2.0,72.0,72.0,250000000.0,Casa,3472222.0
9547,4.748,-74.054,Cundinamarca,Bogotá D.C,3.0,2.0,108.0,108.0,360000000.0,Apartamento,3333333.0
9548,4.716,-74.06,Cundinamarca,Bogotá D.C,2.0,2.0,70.0,70.0,358000000.0,Apartamento,5114285.0
9549,4.741,-74.055,Cundinamarca,Bogotá D.C,3.0,3.0,112.0,112.0,650000000.0,Apartamento,5803571.0
9550,4.741,-74.057,Cundinamarca,Bogotá D.C,3.0,4.0,185.0,143.0,750000000.0,Apartamento,4054054.0
9551,4.586,-74.168,Cundinamarca,Bogotá D.C,3.0,1.0,125.0,100.0,250000000.0,Casa,2000000.0
9552,4.801,-75.739,Risaralda,Pereira,2.0,1.0,47.0,47.0,110000000.0,Apartamento,2340425.0
9554,6.281,-75.598,Antioquia,Medellín,3.0,2.0,92.0,92.0,185000000.0,Casa,2010869.0
9555,3.365,-76.519,Valle del Cauca,Cali,3.0,2.0,60.0,60.0,143000000.0,Apartamento,2383333.0
9556,3.396,-76.554,Valle del Cauca,Cali,3.0,2.0,63.0,63.0,225000000.0,Apartamento,3571428.0
9557,3.375,-76.52,Valle del Cauca,Cali,3.0,2.0,58.0,58.0,132000000.0,Apartamento,2275862.0
9558,3.443,-76.534,Valle del Cauca,Cali,3.0,2.0,59.0,59.0,125000000.0,Apartamento,2118644.0
9559,3.405,-76.542,Valle del Cauca,Cali,3.0,2.0,101.0,101.0,299000000.0,Apartamento,2960396.0
9560,4.559,-75.657,Quindío,Armenia,3.0,2.0,97.0,97.0,320000000.0,Apartamento,3298969.0
9561,4.724,-74.227,Cundinamarca,Mosquera,3.0,2.0,52.0,52.0,135000000.0,Apartamento,2596153.0
9562,6.147,-75.614,Antioquia,Sabaneta,3.0,2.0,92.0,85.0,360000000.0,Apartamento,3913043.0
9563,6.275,-75.596,Antioquia,Medellín,3.0,2.0,84.0,84.0,220000000.0,Apartamento,2619047.0
9564,6.197,-75.575,Antioquia,Medellín,2.0,2.0,87.0,87.0,645000000.0,Apartamento,7413793.0
9565,4.748,-74.062,Cundinamarca,Bogotá D.C,2.0,2.0,54.0,54.0,250000000.0,Apartamento,4629629.0
9566,4.754,-74.068,Cundinamarca,Bogotá D.C,3.0,2.0,86.0,86.0,440000000.0,Apartamento,5116279.0
9567,10.951,-74.827,Atlántico,Barranquilla,3.0,2.0,86.0,86.0,370000000.0,Apartamento,4302325.0
9568,11.018,-74.805,Atlántico,Barranquilla,2.0,2.0,58.0,58.0,210000000.0,Apartamento,3620689.0
9569,11.018,-74.805,Atlántico,Barranquilla,2.0,2.0,58.0,58.0,210000000.0,Apartamento,3620689.0
9570,3.425,-76.476,Valle del Cauca,Cali,6.0,3.0,55.0,165.0,190000000.0,Casa,3454545.0
9571,3.381,-76.523,Valle del Cauca,Cali,3.0,3.0,80.0,80.0,195000000.0,Casa,2437500.0
9572,6.34,-75.533,Antioquia,Bello,3.0,3.0,92.0,92.0,220000000.0,Casa,2391304.0
