,lat,lon,Department,City,bedrooms,bathrooms,surface_total,surface_covered,price,property_type,P/sqmtr
9024,7.895,-72.491,Norte de Santander,Los Patios,3.0,2.0,110.0,110.0,230000000.0,Apartamento,2090909.0
9025,11.015,-74.824,Atlántico,Barranquilla,3.0,2.0,100.0,100.0,280000000.0,Apartamento,2800000.0
9026,11.021,-74.818,Atlántico,Barranquilla,3.0,2.0,83.0,83.0,385000000.0,Apartamento,4638554.0
9027,3.485,-76.55,Valle del Cauca,Cali,4.0,3.0,120.0,110.0,195000000.0,Casa,1625000.0
9028,6.327,-75.569,Antioquia,Bello,3.0,3.0,120.0,120.0,171600000.0,Casa,1430000.0
9029,4.811,-75.765,Risaralda,Pereira,5.0,3.0,50.0,150.0,200000000.0,Casa,4000000.0
9030,6.175,-75.59,Antioquia,Envigado,3.0,3.0,110.0,110.0,550000000.0,Casa,5000000.0
9031,7.607,-72.602,Norte de Santander,Chinácota,3.0,3.0,300.0,280.0,210000000.0,Casa,700000.0
9032,10.998,-74.79,Atlántico,Barranquilla,3.0,3.0,110.0,110.0,325000000.0,Casa,2954545.0
9033,11.006,-74.794,Atlántico,Barranquilla,3.0,3.0,120.0,120.0,300000000.0,Casa,2500000.0
9034,3.472,-76.522,Valle del Cauca,Cali,3.0,3.0,144.0,144.0,280000000.0,Apartamento,1944444.0
9035,3.471,-76.525,Valle del Cauca,Cali,2.0,3.0,95.0,95.0,330000000.0,Apartamento,3473684.0
9036,3.401,-76.5,Valle del Cauca,Cali,4.0,3.0,104.0,104.0,130000000.0,Apartamento,1250000.0
9037,4.799,-75.687,Risaralda,Pereira,3.0,3.0,113.0,113.0,460000000.0,Apartamento,4070796.0
9038,7.937,-72.511,Norte de Santander,Los Patios,3.0,3.0,75.0,75.0,230000000.0,Apartamento,3066666.0
9039,11.008,-74.803,Atlántico,Barranquilla,3.0,3.0,101.0,101.0,230000000.0,Apartamento,2277227.0
9040,3.378,-76.542,Valle del Cauca,Cali,6.0,4.0,250.0,360.0,500000000.0,Casa,2000000.0
9041,4.866,-74.048,Cundinamarca,Chía,3.0,4.0,128.0,128.0,330000000.0,Casa,2578125.0
9042,4.447,-75.175,Tolima,Ibagué,3.0,4.0,94.0,190.0,340000000.0,Casa,3617021.0
9043,10.926,-74.793,Atlántico,Soledad,7.0,4.0,120.0,120.0,263000000.0,Casa,2191666.0
9044,10.829,-75.036,Atlántico,Juan de Acosta,4.0,4.0,500.0,220.0,770000000.0,Casa,1540000.0
9045,11.008,-74.82,Atlántico,Barranquilla,3.0,4.0,135.0,135.0,500000000.0,Apartamento,3703703.0
9047,3.374,-76.516,Valle del Cauca,Cali,2.0,2.0,60.0,60.0,169000000.0,Apartamento,2816666.0
9048,3.367,-76.519,Valle del Cauca,Cali,3.0,2.0,83.0,83.0,230000000.0,Apartamento,2771084.0
9049,3.379,-76.517,Valle del Cauca,Cali,4.0,3.0,90.0,174.0,355000000.0,Casa,3944444.0
9050,3.366,-76.516,Valle del Cauca,Cali,3.0,3.0,92.0,92.0,323000000.0,Apartamento,3510869.0
9051,3.368,-76.523,Valle del Cauca,Cali,3.0,3.0,90.0,90.0,250000000.0,Apartamento,2777777.0
9052,3.368,-76.521,Valle del Cauca,Cali,3.0,3.0,93.0,93.0,350000000.0,Apartamento,3763440.0
9053,3.367,-76.519,Valle del Cauca,Cali,3.0,4.0,103.0,103.0,349900000.0,Casa,3397087.0
9054,3.373,-76.523,Valle del Cauca,Cali,3.0,4.0,66.0,130.0,320000000.0,Casa,4848484.0
9056,3.328,-76.634,Valle del Cauca,Cali,3.0,3.0,104.0,104.0,450000000.0,Apartamento,4326923.0
9057,3.342,-76.541,Valle del Cauca,Cali,3.0,5.0,127.0,127.0,570000000.0,Apartamento,4488188.0
9058,6.245,-75.602,Antioquia,Medellín,4.0,2.0,273.0,260.0,980000000.0,Casa,3589743.0
9059,6.247,-75.6,Antioquia,Medellín,2.0,3.0,92.0,92.0,450000000.0,Apartamento,4891304.0
9060,6.241,-75.594,Antioquia,Medellín,3.0,4.0,115.0,115.0,570000000.0,Apartamento,4956521.0
9061,6.183,-75.572,Antioquia,Medellín,3.0,2.0,77.0,77.0,340000000.0,Apartamento,4415584.0
9062,6.208,-75.565,Antioquia,Medellín,4.0,3.0,290.0,245.0,840000000.0,Casa,2896551.0
9063,6.209,-75.566,Antioquia,Medellín,3.0,3.0,114.0,114.0,620000000.0,Apartamento,5438596.0
9064,4.769,-74.033,Cundinamarca,Bogotá D.C,3.0,2.0,75.0,75.0,310000000.0,Apartamento,4133333.0
9065,4.717,-74.036,Cundinamarca,Bogotá D.C,3.0,2.0,80.0,80.0,380000000.0,Apartamento,4750000.0
9066,4.73,-74.045,Cundinamarca,Bogotá D.C,3.0,3.0,130.0,130.0,890000000.0,Apartamento,6846153.0
9067,4.719,-74.035,Cundinamarca,Bogotá D.C,3.0,3.0,109.0,115.0,520000000.0,Apartamento,4770642.0
9068,4.71,-74.052,Cundinamarca,Bogotá D.C,4.0,4.0,187.0,187.0,900000000.0,Apartamento,4812834.0
9070,4.618,-74.067,Cundinamarca,Bogotá D.C,1.0,2.0,79.0,79.0,552000000.0,Apartamento,6987341.0
9071,4.621,-74.113,Cundinamarca,Bogotá D.C,7.0,3.0,133.0,208.0,500000000.0,Casa,3759398.0
9072,4.677,-74.054,Cundinamarca,Bogotá D.C,1.0,1.0,71.0,71.0,790000000.0,Apartamento,11126760.0
9073,4.641,-74.058,Cundinamarca,Bogotá D.C,3.0,2.0,117.0,117.0,710000000.0,Apartamento,6068376.0
9078,4.718,-74.067,Cundinamarca,Bogotá D.C,3.0,4.0,240.0,207.0,900000000.0,Casa,3750000.0
9079,4.641,-74.128,Cundinamarca,Bogotá D.C,2.0,2.0,47.0,47.0,180000000.0,Apartamento,3829787.0
9080,3.397,-76.545,Valle del Cauca,Cali,3.0,2.0,98.0,98.0,280000000.0,Apartamento,2857142.0
9081,11.014,-74.816,Atlántico,Barranquilla,3.0,2.0,153.0,153.0,320000000.0,Apartamento,2091503.0
9082,3.45,-76.553,Valle del Cauca,Cali,2.0,2.0,82.0,82.0,470000000.0,Apartamento,5731707.0
9083,6.175,-75.583,Antioquia,Envigado,2.0,2.0,74.0,74.0,270000000.0,Apartamento,3648648.0
9084,11.017,-74.822,Atlántico,Barranquilla,2.0,2.0,92.0,92.0,295000000.0,Apartamento,3206521.0
9085,11.01,-74.838,Atlántico,Barranquilla,2.0,2.0,87.0,87.0,345000000.0,Apartamento,3965517.0
9086,3.436,-76.548,Valle del Cauca,Cali,3.0,3.0,104.0,104.0,510000000.0,Apartamento,4903846.0
9087,6.164,-75.589,Antioquia,Envigado,3.0,3.0,99.0,99.0,400000000.0,Apartamento,4040404.0
9088,6.154,-75.609,Antioquia,Sabaneta,3.0,2.0,91.0,91.0,320000000.0,Apartamento,3516483.0
9089,3.471,-76.499,Valle del Cauca,Cali,4.0,2.0,91.0,145.0,300000000.0,Casa,3296703.0
9090,11.02,-74.807,Atlántico,Barranquilla,5.0,3.0,204.0,204.0,435000000.0,Casa,2132352.0
9091,3.375,-76.519,Valle del Cauca,Cali,4.0,4.0,150.0,150.0,350000000.0,Casa,2333333.0
9092,3.376,-76.523,Valle del Cauca,Cali,4.0,3.0,160.0,320.0,570000000.0,Casa,3562500.0
9093,6.249,-75.61,Antioquia,Medellín,4.0,2.0,238.0,238.0,525000000.0,Casa,2205882.0
9094,4.663,-74.048,Cundinamarca,Bogotá D.C,2.0,2.0,82.0,82.0,430000000.0,Apartamento,5243902.0
9095,4.663,-74.048,Cundinamarca,Bogotá D.C,2.0,2.0,82.0,82.0,500000000.0,Apartamento,6097560.0
9096,3.404,-76.512,Valle del Cauca,Cali,4.0,1.0,147.0,99.0,110000000.0,Casa,748299.0
9097,6.34,-75.541,Antioquia,Bello,3.0,1.0,66.0,66.0,175000000.0,Casa,2651515.0
9098,11.005,-74.82,Atlántico,Barranquilla,1.0,1.0,40.0,40.0,225000000.0,Apartamento,5625000.0
9099,3.429,-76.518,Valle del Cauca,Cali,3.0,2.0,104.0,100.0,210000000.0,Casa,2019230.0
9100,6.34,-75.533,Antioquia,Bello,3.0,2.0,90.0,90.0,250000000.0,Casa,2777777.0
9101,4.543,-75.685,Quindío,Armenia,3.0,2.0,64.0,64.0,170000000.0,Casa,2656250.0
9102,11.002,-74.832,Atlántico,Barranquilla,3.0,2.0,170.0,170.0,480000000.0,Casa,2823529.0
9103,3.488,-76.504,Valle del Cauca,Cali,3.0,2.0,50.0,60.0,140000000.0,Apartamento,2800000.0
9104,6.318,-75.557,Antioquia,Bello,3.0,2.0,58.0,58.0,205000000.0,Apartamento,3534482.0
9105,6.34,-75.533,Antioquia,Bello,3.0,2.0,90.0,90.0,273000000.0,Apartamento,3033333.0
9106,6.347,-75.532,Antioquia,Bello,3.0,2.0,56.0,56.0,160000000.0,Apartamento,2857142.0
9107,6.34,-75.559,Antioquia,Bello,3.0,2.0,53.0,53.0,172000000.0,Apartamento,3245283.0
9108,6.34,-75.559,Antioquia,Bello,3.0,2.0,61.0,61.0,220000000.0,Apartamento,3606557.0
9109,6.34,-75.533,Antioquia,Bello,3.0,2.0,65.0,65.0,217000000.0,Apartamento,3338461.0
9110,6.34,-75.564,Antioquia,Bello,3.0,2.0,92.0,92.0,160000000.0,Apartamento,1739130.0
9111,6.34,-75.559,Antioquia,Bello,3.0,2.0,64.0,64.0,220000000.0,Apartamento,3437500.0
9112,6.34,-75.533,Antioquia,Bello,3.0,2.0,92.0,92.0,349900000.0,Apartamento,3803260.0
9113,6.337,-75.56,Antioquia,Bello,3.0,2.0,65.0,65.0,237000000.0,Apartamento,3646153.0
9114,6.34,-75.533,Antioquia,Bello,3.0,2.0,77.0,77.0,255000000.0,Apartamento,3311688.0
9115,6.345,-75.534,Antioquia,Bello,2.0,2.0,67.0,67.0,250000000.0,Apartamento,3731343.0
9116,6.173,-75.611,Antioquia,Itagui,3.0,2.0,65.0,65.0,262000000.0,Apartamento,4030769.0
9117,6.173,-75.611,Antioquia,Itagui,2.0,2.0,63.0,63.0,280000000.0,Apartamento,4444444.0
9118,6.164,-75.631,Antioquia,Itagui,2.0,2.0,68.0,68.0,226600000.0,Apartamento,3332352.0
9119,6.173,-75.611,Antioquia,Itagui,2.0,2.0,63.0,63.0,239000000.0,Apartamento,3793650.0
9120,6.184,-75.58,Antioquia,Envigado,4.0,2.0,108.0,108.0,430000000.0,Apartamento,3981481.0
9121,6.163,-75.589,Antioquia,Envigado,3.0,2.0,165.0,165.0,550000000.0,Apartamento,3333333.0
9122,6.163,-75.589,Antioquia,Envigado,3.0,2.0,97.0,97.0,320000000.0,Apartamento,3298969.0
9123,7.114,-73.104,Santander,Bucaramanga,2.0,2.0,75.0,75.0,280000000.0,Apartamento,3733333.0
9124,11.0,-74.822,Atlántico,Barranquilla,3.0,2.0,111.0,111.0,387065000.0,Apartamento,3487072.0
9125,10.999,-74.815,Atlántico,Barranquilla,3.0,2.0,87.0,87.0,275000000.0,Apartamento,3160919.0
9126,4.638,-74.06,Cundinamarca,Bogotá D.C,1.0,2.0,75.0,75.0,525000000.0,Apartamento,7000000.0
9127,4.632,-74.092,Cundinamarca,Bogotá D.C,2.0,2.0,79.0,79.0,490000000.0,Apartamento,6202531.0
9128,6.34,-75.533,Antioquia,Bello,3.0,3.0,89.0,89.0,330000000.0,Apartamento,3707865.0
9129,10.41,-75.538,Bolívar,Cartagena,3.0,3.0,108.0,108.0,550000000.0,Apartamento,5092592.0
9130,11.204,-74.228,Magdalena,Santa Marta,3.0,3.0,109.0,109.0,420000000.0,Apartamento,3853211.0
9131,11.006,-74.815,Atlántico,Barranquilla,2.0,3.0,112.0,112.0,440000000.0,Apartamento,3928571.0
9132,4.745,-74.033,Cundinamarca,Bogotá D.C,3.0,3.0,92.0,92.0,385000000.0,Apartamento,4184782.0
9133,3.373,-76.523,Valle del Cauca,Cali,3.0,4.0,60.0,120.0,260000000.0,Casa,4333333.0
9134,3.47,-76.526,Valle del Cauca,Cali,4.0,4.0,208.0,250.0,480000000.0,Casa,2307692.0
9135,3.256,-76.56,Valle del Cauca,Jamundí,3.0,4.0,201.0,189.0,450000000.0,Casa,2238805.0
9138,4.301,-75.749,Quindío,Armenia,3.0,1.0,54.0,54.0,75000000.0,Casa,1388888.0
9139,3.486,-76.495,Valle del Cauca,Cali,3.0,1.0,56.0,56.0,130000000.0,Apartamento,2321428.0
9140,4.514,-75.713,Quindío,Armenia,3.0,1.0,60.0,60.0,120000000.0,Apartamento,2000000.0
9141,4.815,-75.69,Risaralda,Pereira,3.0,1.0,80.0,80.0,150000000.0,Apartamento,1875000.0
9142,3.394,-76.516,Valle del Cauca,Cali,3.0,2.0,99.0,99.0,310000000.0,Casa,3131313.0
9143,3.454,-76.536,Valle del Cauca,Cali,3.0,2.0,110.0,110.0,400000000.0,Apartamento,3636363.0
9144,6.143,-75.602,Antioquia,Sabaneta,3.0,2.0,66.0,66.0,255000000.0,Apartamento,3863636.0
9145,6.152,-75.616,Antioquia,Sabaneta,3.0,2.0,93.0,93.0,375000000.0,Apartamento,4032258.0
9146,4.737,-74.063,Cundinamarca,Bogotá D.C,3.0,2.0,125.0,125.0,550000000.0,Apartamento,4400000.0
9147,4.662,-74.082,Cundinamarca,Bogotá D.C,3.0,2.0,61.0,61.0,260000000.0,Apartamento,4262295.0
9148,4.744,-74.09,Cundinamarca,Bogotá D.C,3.0,2.0,62.0,62.0,190000000.0,Apartamento,3064516.0
9149,4.701,-74.086,Cundinamarca,Bogotá D.C,3.0,2.0,76.0,76.0,415000000.0,Apartamento,5460526.0
9150,4.703,-74.047,Cundinamarca,Bogotá D.C,2.0,2.0,72.0,72.0,550000000.0,Apartamento,7638888.0
9151,4.652,-74.06,Cundinamarca,Bogotá D.C,1.0,2.0,74.0,74.0,600000000.0,Apartamento,8108108.0
9152,4.717,-74.036,Cundinamarca,Bogotá D.C,3.0,2.0,80.0,80.0,380000000.0,Apartamento,4750000.0
9153,11.012,-74.824,Atlántico,Barranquilla,4.0,2.0,108.0,108.0,350000000.0,Apartamento,3240740.0
9154,11.009,-74.835,Atlántico,Barranquilla,2.0,2.0,92.0,92.0,270000000.0,Apartamento,2934782.0
9155,11.002,-74.816,Atlántico,Barranquilla,2.0,2.0,84.0,84.0,170000000.0,Apartamento,2023809.0
9156,3.385,-76.53,Valle del Cauca,Cali,3.0,3.0,100.0,180.0,580000000.0,Casa,5800000.0
9160,6.164,-75.597,Antioquia,Medellín,4.0,3.0,162.0,162.0,360000000.0,Casa,2222222.0
9161,3.398,-76.544,Valle del Cauca,Cali,3.0,3.0,126.0,126.0,350000000.0,Apartamento,2777777.0
9162,3.365,-76.521,Valle del Cauca,Cali,3.0,3.0,91.0,91.0,290000000.0,Apartamento,3186813.0
9163,4.806,-75.683,Risaralda,Pereira,4.0,3.0,152.0,152.0,300000000.0,Apartamento,1973684.0
9165,4.715,-74.048,Cundinamarca,Bogotá D.C,3.0,3.0,130.0,130.0,800000000.0,Apartamento,6153846.0
9166,4.725,-74.06,Cundinamarca,Bogotá D.C,3.0,3.0,152.0,142.0,725000000.0,Apartamento,4769736.0
9167,3.379,-76.526,Valle del Cauca,Cali,4.0,4.0,70.0,158.0,500000000.0,Casa,7142857.0
9168,3.37,-76.536,Valle del Cauca,Cali,3.0,4.0,130.0,160.0,480000000.0,Casa,3692307.0
9169,3.433,-76.545,Valle del Cauca,Cali,4.0,4.0,100.0,100.0,420000000.0,Casa,4200000.0
9170,3.408,-76.54,Valle del Cauca,Cali,3.0,4.0,100.0,109.0,350000000.0,Casa,3500000.0
9172,4.707,-74.076,Cundinamarca,Bogotá D.C,4.0,4.0,364.0,250.0,870000000.0,Casa,2390109.0
9174,3.456,-76.537,Valle del Cauca,Cali,3.0,4.0,208.0,208.0,680000000.0,Apartamento,3269230.0
9175,4.808,-75.678,Risaralda,Pereira,3.0,4.0,150.0,150.0,380000000.0,Apartamento,2533333.0
9176,4.704,-74.031,Cundinamarca,Bogotá D.C,3.0,4.0,183.0,183.0,960000000.0,Apartamento,5245901.0
9180,4.71,-74.05,Cundinamarca,Bogotá D.C,3.0,4.0,115.0,115.0,690000000.0,Apartamento,6000000.0
9182,4.85,-74.055,Cundinamarca,Chía,4.0,5.0,239.0,239.0,700000000.0,Casa,2928870.0
9185,4.534,-75.69,Quindío,Armenia,4.0,1.0,65.0,65.0,105000000.0,Casa,1615384.0
9186,4.684,-74.052,Cundinamarca,Bogotá D.C,1.0,2.0,60.0,60.0,465000000.0,Apartamento,7750000.0
9187,3.371,-76.519,Valle del Cauca,Cali,2.0,2.0,60.0,60.0,175000000.0,Apartamento,2916666.0
9188,3.395,-76.552,Valle del Cauca,Cali,2.0,2.0,56.0,56.0,140000000.0,Apartamento,2500000.0
9189,3.369,-76.519,Valle del Cauca,Cali,2.0,2.0,62.0,62.0,165000000.0,Apartamento,2661290.0
9190,3.458,-76.559,Valle del Cauca,Cali,2.0,2.0,55.0,55.0,149000000.0,Apartamento,2709090.0
9191,6.249,-75.583,Antioquia,Medellín,2.0,2.0,69.0,69.0,360000000.0,Apartamento,5217391.0
9192,4.697,-74.037,Cundinamarca,Bogotá D.C,2.0,2.0,89.0,89.0,470000000.0,Apartamento,5280898.0
9193,4.704,-74.032,Cundinamarca,Bogotá D.C,2.0,2.0,58.0,58.0,300000000.0,Apartamento,5172413.0
9194,4.734,-74.051,Cundinamarca,Bogotá D.C,2.0,2.0,72.0,72.0,265000000.0,Apartamento,3680555.0
9195,4.704,-74.032,Cundinamarca,Bogotá D.C,2.0,2.0,80.0,72.0,350000000.0,Apartamento,4375000.0
9196,4.696,-74.055,Cundinamarca,Bogotá D.C,2.0,2.0,62.0,62.0,485000000.0,Apartamento,7822580.0
9197,4.687,-74.049,Cundinamarca,Bogotá D.C,2.0,2.0,54.0,54.0,480000000.0,Apartamento,8888888.0
9198,6.225,-75.594,Antioquia,Medellín,3.0,2.0,100.0,100.0,230000000.0,Casa,2300000.0
9200,7.091,-73.118,Santander,Bucaramanga,3.0,2.0,130.0,130.0,336000000.0,Casa,2584615.0
9201,3.395,-76.526,Valle del Cauca,Cali,3.0,2.0,60.0,60.0,190000000.0,Apartamento,3166666.0
9202,3.384,-76.529,Valle del Cauca,Cali,3.0,2.0,82.0,82.0,200000000.0,Apartamento,2439024.0
9203,3.379,-76.524,Valle del Cauca,Cali,3.0,2.0,89.0,89.0,310000000.0,Apartamento,3483146.0
9204,6.313,-75.563,Antioquia,Bello,3.0,2.0,92.0,92.0,270000000.0,Apartamento,2934782.0
9205,6.319,-75.56,Antioquia,Bello,3.0,2.0,75.0,75.0,255000000.0,Apartamento,3400000.0
9206,7.995,-75.198,Antioquia,Retiro,3.0,2.0,71.0,71.0,365000000.0,Apartamento,5140845.0
9207,4.517,-75.695,Quindío,Armenia,3.0,2.0,71.0,71.0,150000000.0,Apartamento,2112676.0
9208,6.157,-75.595,Antioquia,Envigado,3.0,2.0,80.0,80.0,260000000.0,Apartamento,3250000.0
9209,6.27,-75.588,Antioquia,Medellín,3.0,2.0,79.0,79.0,370000000.0,Apartamento,4683544.0
9210,4.68,-74.045,Cundinamarca,Bogotá D.C,3.0,2.0,95.0,95.0,450000000.0,Apartamento,4736842.0
9211,4.72,-74.027,Cundinamarca,Bogotá D.C,3.0,2.0,89.0,89.0,345000000.0,Apartamento,3876404.0
9212,7.125,-73.12,Santander,Bucaramanga,3.0,2.0,77.0,77.0,196000000.0,Apartamento,2545454.0
9213,3.411,-76.49,Valle del Cauca,Cali,4.0,2.0,75.0,75.0,230000000.0,Casa,3066666.0
9214,3.458,-76.491,Valle del Cauca,Cali,4.0,2.0,90.0,160.0,230000000.0,Casa,2555555.0
9215,4.63,-74.063,Cundinamarca,Bogotá D.C,4.0,2.0,99.0,99.0,430000000.0,Apartamento,4343434.0
9216,3.449,-76.499,Valle del Cauca,Cali,6.0,2.0,105.0,105.0,310000000.0,Casa,2952380.0
9217,4.698,-74.054,Cundinamarca,Bogotá D.C,2.0,3.0,95.0,95.0,850000000.0,Apartamento,8947368.0
9218,3.374,-76.522,Valle del Cauca,Cali,3.0,3.0,93.0,93.0,275000000.0,Casa,2956989.0
9219,3.229,-76.582,Valle del Cauca,Jamundí,3.0,3.0,250.0,234.0,470000000.0,Casa,1880000.0
9220,4.722,-73.968,Cundinamarca,La Calera,3.0,3.0,152.0,978.0,950000000.0,Casa,6250000.0
9221,3.378,-76.545,Valle del Cauca,Cali,3.0,3.0,86.0,86.0,190000000.0,Apartamento,2209302.0
9222,3.37,-76.513,Valle del Cauca,Cali,3.0,3.0,98.0,98.0,358000000.0,Apartamento,3653061.0
9223,3.377,-76.522,Valle del Cauca,Cali,3.0,3.0,92.0,92.0,320000000.0,Apartamento,3478260.0
9224,3.458,-76.56,Valle del Cauca,Cali,3.0,3.0,105.0,105.0,430000000.0,Apartamento,4095238.0
9225,4.806,-75.686,Risaralda,Pereira,3.0,3.0,115.0,115.0,290000000.0,Apartamento,2521739.0
9226,4.804,-75.688,Risaralda,Pereira,3.0,3.0,134.0,134.0,280000000.0,Apartamento,2089552.0
9227,4.807,-75.685,Risaralda,Pereira,3.0,3.0,100.0,100.0,400000000.0,Apartamento,4000000.0
9228,3.268,-76.545,Valle del Cauca,Jamundí,3.0,3.0,55.0,55.0,125000000.0,Apartamento,2272727.0
9229,4.68,-74.055,Cundinamarca,Bogotá D.C,3.0,3.0,101.0,101.0,850000000.0,Apartamento,8415841.0
9230,4.698,-74.067,Cundinamarca,Bogotá D.C,3.0,3.0,96.0,96.0,535000000.0,Apartamento,5572916.0
9231,4.7,-74.049,Cundinamarca,Bogotá D.C,3.0,3.0,157.0,157.0,847000000.0,Apartamento,5394904.0
9232,4.726,-74.07,Cundinamarca,Bogotá D.C,3.0,3.0,97.0,97.0,420000000.0,Apartamento,4329896.0
9233,4.701,-74.039,Cundinamarca,Bogotá D.C,3.0,3.0,100.0,100.0,445000000.0,Apartamento,4450000.0
9234,4.702,-74.029,Cundinamarca,Bogotá D.C,3.0,3.0,118.0,118.0,460000000.0,Apartamento,3898305.0
9235,4.687,-74.037,Cundinamarca,Bogotá D.C,3.0,3.0,152.0,152.0,930000000.0,Apartamento,6118421.0
9236,4.693,-74.038,Cundinamarca,Bogotá D.C,4.0,3.0,108.0,108.0,540000000.0,Apartamento,5000000.0
9237,3.41,-76.517,Valle del Cauca,Cali,6.0,3.0,120.0,180.0,260000000.0,Casa,2166666.0
9239,4.865,-74.065,Cundinamarca,Chía,3.0,4.0,121.0,112.0,420000000.0,Casa,3471074.0
9243,3.456,-76.537,Valle del Cauca,Cali,3.0,4.0,207.0,207.0,750000000.0,Apartamento,3623188.0
9244,3.41,-76.555,Valle del Cauca,Cali,3.0,4.0,115.0,115.0,380000000.0,Apartamento,3304347.0
9247,4.54,-75.694,Quindío,Armenia,7.0,4.0,66.0,132.0,165000000.0,Casa,2500000.0
9250,3.389,-76.536,Valle del Cauca,Cali,4.0,5.0,250.0,250.0,650000000.0,Casa,2600000.0
9254,4.632,-74.087,Cundinamarca,Bogotá D.C,8.0,6.0,227.0,227.0,900000000.0,Apartamento,3964757.0
9255,3.476,-76.504,Valle del Cauca,Cali,3.0,1.0,60.0,60.0,125000000.0,Apartamento,2083333.0
9256,3.485,-76.498,Valle del Cauca,Cali,1.0,1.0,35.0,35.0,100000000.0,Apartamento,2857142.0
9257,6.15,-75.618,Antioquia,Sabaneta,1.0,1.0,51.0,51.0,214410000.0,Apartamento,4204117.0
9258,6.15,-75.618,Antioquia,Medellín,1.0,1.0,51.0,51.0,216384000.0,Apartamento,4242823.0
9259,3.378,-76.543,Valle del Cauca,Cali,3.0,2.0,92.0,97.0,250000000.0,Casa,2717391.0
9260,4.7,-74.041,Cundinamarca,Bogotá D.C,4.0,2.0,72.0,144.0,330000000.0,Casa,4583333.0
9261,3.434,-76.547,Valle del Cauca,Cali,3.0,2.0,113.0,113.0,300000000.0,Apartamento,2654867.0
9262,6.178,-75.583,Antioquia,Envigado,3.0,2.0,89.0,89.0,420000000.0,Apartamento,4719101.0
9263,6.21,-75.596,Antioquia,Medellín,3.0,2.0,63.0,63.0,240000000.0,Apartamento,3809523.0
9264,6.15,-75.618,Antioquia,Medellín,3.0,2.0,86.0,86.0,360948000.0,Apartamento,4197069.0
9265,4.72,-74.033,Cundinamarca,Bogotá D.C,3.0,2.0,90.0,90.0,380000000.0,Apartamento,4222222.0
9266,3.426,-76.538,Valle del Cauca,Cali,6.0,3.0,200.0,200.0,480000000.0,Casa,2400000.0
9267,3.397,-76.532,Valle del Cauca,Cali,4.0,3.0,148.0,148.0,390000000.0,Casa,2635135.0
9268,5.522,-73.364,Boyacá,Tunja,8.0,3.0,215.0,215.0,200000000.0,Casa,930232.0
9269,6.211,-75.599,Antioquia,Medellín,4.0,3.0,67.0,67.0,205000000.0,Casa,3059701.0
9270,6.233,-75.595,Antioquia,Medellín,3.0,3.0,177.0,160.0,500000000.0,Casa,2824858.0
9271,3.397,-76.385,Valle del Cauca,Candelaria,3.0,3.0,75.0,140.0,133000000.0,Casa,1773333.0
9272,4.734,-74.059,Cundinamarca,Bogotá D.C,3.0,3.0,154.0,154.0,575000000.0,Casa,3733766.0
9273,10.989,-74.825,Atlántico,Barranquilla,4.0,3.0,278.0,278.0,700000000.0,Casa,2517985.0
9274,3.381,-76.543,Valle del Cauca,Cali,4.0,3.0,114.0,125.0,250000000.0,Apartamento,2192982.0
9275,6.15,-75.618,Antioquia,Medellín,4.0,3.0,137.0,137.0,577878000.0,Apartamento,4218087.0
9276,6.15,-75.618,Antioquia,Medellín,3.0,3.0,120.0,120.0,504798000.0,Apartamento,4206650.0
9280,4.701,-74.046,Cundinamarca,Bogotá D.C,3.0,4.0,160.0,160.0,845000000.0,Apartamento,5281250.0
9281,3.384,-76.528,Valle del Cauca,Cali,6.0,5.0,150.0,450.0,560000000.0,Casa,3733333.0
9282,3.524,-76.302,Valle del Cauca,Palmira,7.0,5.0,416.0,364.0,220000000.0,Casa,528846.0
9283,4.6,-74.104,Cundinamarca,Bogotá D.C,9.0,5.0,176.0,308.0,799900000.0,Casa,4544886.0
9284,3.377,-76.523,Valle del Cauca,Cali,6.0,6.0,160.0,267.0,680000000.0,Casa,4250000.0
9286,4.798,-75.747,Risaralda,Pereira,1.0,1.0,40.0,40.0,80000000.0,Apartamento,2000000.0
9287,7.091,-73.115,Santander,Bucaramanga,3.0,2.0,120.0,120.0,290000000.0,Casa,2416666.0
9288,6.182,-75.58,Antioquia,Envigado,3.0,2.0,120.0,106.0,620000000.0,Apartamento,5166666.0
9289,3.271,-76.535,Valle del Cauca,Jamundí,2.0,2.0,65.0,60.0,175000000.0,Apartamento,2692307.0
9290,6.206,-75.556,Antioquia,Medellín,2.0,2.0,81.0,81.0,425000000.0,Apartamento,5246913.0
9292,7.087,-73.122,Santander,Bucaramanga,3.0,3.0,60.0,120.0,300000000.0,Casa,5000000.0
9293,4.799,-75.702,Risaralda,Pereira,3.0,3.0,101.0,101.0,400000000.0,Apartamento,3960396.0
9294,4.705,-74.042,Cundinamarca,Bogotá D.C,2.0,3.0,123.0,123.0,850000000.0,Apartamento,6910569.0
9296,4.676,-74.108,Cundinamarca,Bogotá D.C,6.0,4.0,188.0,253.0,680000000.0,Casa,3617021.0
9298,11.016,-74.822,Atlántico,Barranquilla,3.0,2.0,84.0,84.0,330000000.0,Apartamento,3928571.0
9299,11.0,-74.796,Atlántico,Barranquilla,3.0,2.0,194.0,194.0,370000000.0,Apartamento,1907216.0
9300,11.008,-74.805,Atlántico,Barranquilla,3.0,2.0,105.0,105.0,320000000.0,Apartamento,3047619.0
